file_name,bridge_angle,dlman,Fr_ini,plates,cubes,logs,Q[dm],batch,H_up,H_down,H_up_corr,H_down_corr,pic_side,pic_top,dh,dh_d0,rel_BW,carpet_length_avg,carpet_length_max,exp_id,volume
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,89,0.0
dried debris,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,131.0,14.0,125.0,86.0,1040.0,686.0,39.0,0.3368983957219251,,,,89,1.06
,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,133.0,14.0,127.0,86.0,1041.0,687.0,41.0,0.3582887700534759,,,,89,2.12
,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,138.0,14.0,132.0,86.0,1042.0,688.0,46.0,0.4117647058823529,,,,89,3.18
,22.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,140.0,14.0,134.0,86.0,1043.0,689.0,48.0,0.4331550802139037,0.4331550802139037,62,70,89,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,90,0.0
dried debris,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,126.0,14.3,120.0,89.0,1044.0,690.0,31.0,0.2834224598930481,,,,90,1.06
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,133.0,14.3,127.0,89.0,1045.0,691.0,38.0,0.3582887700534759,,,,90,2.12
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,139.0,14.3,133.0,89.0,1046.0,692.0,44.0,0.4224598930481283,,,,90,3.18
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,140.0,14.3,134.0,89.0,1047.0,693.0,45.0,0.4331550802139037,0.4331550802139037,74,80,90,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,91,0.0
dried debris,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,113.0,14.4,107.0,90.0,1048.0,694.0,17.0,0.1443850267379679,,,,91,1.06
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,128.0,14.1,122.0,87.0,1049.0,695.0,35.0,0.3048128342245989,,,,91,2.12
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,130.0,14.2,124.0,87.99999999999999,1050.0,696.0,36.000000000000014,0.3262032085561497,,,,91,3.18
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,132.0,,126.0,-54.0,1051.0,697.0,180.0,0.3475935828877005,0.3475935828877005,57,67,91,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,92,0.0
dried debris,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,122.0,14.2,116.0,87.99999999999999,1052.0,698.0,28.00000000000001,0.2406417112299465,,,,92,1.06
,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,138.0,14.3,132.0,89.0,1053.0,699.0,43.0,0.4117647058823529,,,,92,2.12
,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,140.0,14.4,134.0,90.0,1054.0,700.0,44.0,0.4331550802139037,,,,92,3.18
,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,143.5,14.4,137.5,90.0,1055.0,701.0,47.5,0.4705882352941176,0.4705882352941176,86,99,92,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,93,0.0
dried debris,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,116.0,14.4,110.0,90.0,1056.0,702.0,20.0,0.1764705882352941,,,,93,1.06
,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,135.0,14.2,129.0,87.99999999999999,1057.0,703.0,41.000000000000014,0.3796791443850267,,,,93,2.12
,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,139.0,14.2,133.0,87.99999999999999,1058.0,704.0,45.000000000000014,0.4224598930481283,,,,93,3.18
,22.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,139.5,14.2,133.5,87.99999999999999,1059.0,705.0,45.500000000000014,0.427807486631016,0.427807486631016,x,x,93,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,99.5,14.4,93.5,90.0,,,3.5,0.0,,,,94,0.0
dried debris,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,116.0,14.4,110.0,90.0,1060.0,706.0,20.0,0.1764705882352941,,,,94,1.06
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,124.0,14.1,118.0,87.0,1061.0,707.0,31.0,0.2620320855614973,,,,94,2.12
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,128.0,14.2,122.0,87.99999999999999,1062.0,708.0,34.000000000000014,0.3048128342245989,,,,94,3.18
,22.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,131.0,14.2,125.0,87.99999999999999,1063.0,709.0,37.000000000000014,0.3368983957219251,0.3368983957219251,58,62,94,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,13.5,0.0,99.0,14.4,93.0,90.0,,,3.0,0.0,,,,95,0.0
dried debris,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,13.5,1.0,103.0,14.4,97.0,90.0,1064.0,710.0,7.0,0.043010752688172,,,,95,1.06
,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,13.5,2.0,107.0,14.2,101.0,87.99999999999999,1065.0,711.0,13.000000000000014,0.086021505376344,,,,95,2.12
,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,13.5,3.0,111.0,14.2,105.0,87.99999999999999,1066.0,712.0,17.000000000000014,0.1290322580645161,,,,95,3.18
,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,13.5,4.0,113.0,14.2,107.0,87.99999999999999,1067.0,713.0,19.00000000000001,0.1505376344086021,0.1505376344086021,x,x,95,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,96,0.0
dried debris,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,124.0,14.25,118.0,88.5,1068.0,714.0,29.5,0.2421052631578947,,,,96,1.06
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,146.0,13.9,140.0,85.0,1069.0,715.0,55.0,0.4736842105263157,,,,96,2.12
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,156.0,14.0,150.0,86.0,1070.0,716.0,64.0,0.5789473684210527,,,,96,3.18
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,157.0,14.0,151.0,86.0,1071.0,717.0,65.0,0.5894736842105263,0.5894736842105263,x,x,96,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,97,0.0
dried debris,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,130.0,14.2,124.0,87.99999999999999,1072.0,718.0,36.000000000000014,0.3052631578947368,,,,97,1.06
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,140.5,14.2,134.5,87.99999999999999,1073.0,719.0,46.500000000000014,0.4157894736842105,,,,97,2.12
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,142.0,14.3,136.0,89.0,1074.0,720.0,47.0,0.431578947368421,,,,97,3.18
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,143.5,14.1,137.5,87.0,1075.0,721.0,50.5,0.4473684210526316,0.4473684210526316,58,97,97,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,98,0.0
dried debris,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,130.0,14.1,124.0,87.0,1076.0,722.0,37.0,0.3052631578947368,,,,98,1.06
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,144.0,14.2,138.0,87.99999999999999,1077.0,723.0,50.000000000000014,0.4526315789473684,,,,98,2.12
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,149.0,14.1,143.0,87.0,1078.0,724.0,56.0,0.5052631578947369,,,,98,3.18
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,157.5,14.1,151.5,87.0,1079.0,725.0,64.5,0.5947368421052631,0.5947368421052631,42,54,98,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,99,0.0
dried debris,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,123.0,14.2,117.0,87.99999999999999,1080.0,726.0,29.00000000000001,0.231578947368421,,,,99,1.06
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,136.0,14.1,130.0,87.0,1081.0,727.0,43.0,0.3684210526315789,,,,99,2.12
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,144.0,14.2,138.0,87.99999999999999,1082.0,728.0,50.000000000000014,0.4526315789473684,,,,99,3.18
,22.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,154.0,14.0,148.0,86.0,1083.0,729.0,62.0,0.5578947368421052,0.5578947368421052,48,62,99,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,100,0.0
dried debris,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,1.0,108.0,14.3,102.0,89.0,1084.0,730.0,13.0,0.0736842105263157,,,,100,1.06
,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,2.0,155.0,14.1,149.0,87.0,1085.0,731.0,62.0,0.5684210526315789,,,,100,2.12
,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,3.0,158.0,14.25,152.0,88.5,1086.0,732.0,63.5,0.6,,,,100,3.18
,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,4.0,159.0,14.2,153.0,87.99999999999999,1087.0,733.0,65.00000000000001,0.6105263157894737,0.6105263157894737,65,82,100,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,101,0.0
dried debris,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,133.0,14.2,127.0,87.99999999999999,1088.0,734.0,39.000000000000014,0.3368421052631579,,,,101,1.06
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,139.0,13.9,133.0,85.0,1089.0,735.0,48.0,0.4,,,,101,2.12
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,139.5,13.9,133.5,85.0,1090.0,736.0,48.5,0.4052631578947368,,,,101,3.18
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,147.0,13.8,141.0,84.0,,,57.0,0.4842105263157895,0.4842105263157895,47,74,101,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,102,0.0
dried debris,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,1.0,129.5,14.3,123.5,89.0,1091.0,737.0,34.5,0.3,,,,102,1.06
,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,2.0,140.5,14.2,134.5,87.99999999999999,1092.0,738.0,46.500000000000014,0.4157894736842105,,,,102,2.12
,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,3.0,144.0,14.2,138.0,87.99999999999999,1093.0,739.0,50.000000000000014,0.4526315789473684,,,,102,3.18
,22.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,4.0,160.0,14.2,154.0,87.99999999999999,1094.0,740.0,66.00000000000001,0.6210526315789474,0.6210526315789474,56,64,102,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,101.0,14.3,95.0,89.0,,,6.0,0.0,,,,103,0.0
dried debris,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,139.0,14.0,133.0,86.0,1095.0,741.0,47.0,0.4,,,,103,1.06
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,145.0,14.0,139.0,86.0,1096.0,742.0,53.0,0.4631578947368421,,,,103,2.12
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,149.0,14.0,143.0,86.0,1097.0,743.0,57.0,0.5052631578947369,,,,103,3.18
,22.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,150.0,13.9,144.0,85.0,1098.0,744.0,59.0,0.5157894736842106,0.5157894736842106,46,65,103,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,0.0,97.0,14.4,91.0,90.0,,,1.0,0.0,,,,104,0.0
dried debris,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,1.0,105.0,14.35,99.0,89.5,1099.0,745.0,9.5,0.0879120879120879,,,,104,1.06
,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,2.0,109.0,14.3,103.0,89.0,1100.0,746.0,14.0,0.1318681318681318,,,,104,2.12
,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,3.0,112.0,14.3,106.0,89.0,1101.0,747.0,17.0,0.1648351648351648,,,,104,3.18
,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,4.0,115.0,14.3,109.0,89.0,1102.0,748.0,20.0,0.1978021978021978,0.1978021978021978,69,79,104,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,0.0,97.0,14.4,91.0,90.0,,,1.0,0.0,,,,105,0.0
dried debris,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,1.0,104.0,14.4,98.0,90.0,1103.0,749.0,8.0,0.0769230769230769,,,,105,1.06
,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,2.0,106.0,14.3,100.0,89.0,1104.0,750.0,11.0,0.0989010989010989,,,,105,2.12
,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,3.0,109.0,14.3,103.0,89.0,1105.0,751.0,14.0,0.1318681318681318,,,,105,3.18
,22.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,4.0,111.0,14.3,105.0,89.0,1106.0,752.0,16.0,0.1538461538461538,0.1538461538461538,x,x,105,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,0.0,97.0,14.4,91.0,90.0,,,1.0,0.0,,,,106,0.0
dried debris,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,1.0,101.0,14.4,95.0,90.0,1107.0,753.0,5.0,0.0439560439560439,,,,106,1.06
,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,2.0,106.0,14.4,100.0,90.0,1108.0,754.0,10.0,0.0989010989010989,,,,106,2.12
,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,3.0,108.0,14.4,102.0,90.0,1109.0,755.0,12.0,0.1208791208791208,,,,106,3.18
,22.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,4.0,109.0,14.3,103.0,89.0,1110.0,756.0,14.0,0.1318681318681318,0.1318681318681318,76,86,106,4.24
N3_R_2P_F0.28_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,0.0,97.0,14.4,91.0,90.0,,,1.0,0.0,,,,107,0.0
dried debris,22.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,1.0,101.0,14.4,95.0,90.0,1111.0,757.0,5.0,0.0439560439560439,,,,107,1.06
,22.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,2.0,104.5,,98.5,-54.0,1112.0,758.0,152.5,0.0824175824175824,,,,107,2.12
,22.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,3.0,107.0,,101.0,-54.0,1113.0,759.0,155.0,0.1098901098901098,,,,107,3.18
,22.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,4.0,108.5,,102.5,-54.0,1114.0,760.0,156.5,0.1263736263736263,0.1263736263736263,85,99,107,4.24
,,,,,,,,,,,,,150.0,65.0,,,,,,108,0.0
,,,,,,,,,,,,,516.0,216.0,,,,,,109,0.0
,,,,,,,,,,,,,2.0,642.0,,,,,,110,0.0
